Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province (E),Company,Status,Latitude,Longitude,Approximate Volume Released (m³),Substance (E),Release Type,Significant,Year,Occurrence Date and Time,Discovered Date and Time,Detailed what happened,What happened category,Detailed why it happened,Why it happened category,Duration of interruption of pipeline operations,Pipeline or Facility Type,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture (E),Incident type,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Workdays lost,Work restricted by injury,Conditions that resulted in the operation beyond  limits,Conditions that resulted in adverse effects on the environment,Number of people evacuated,Regulation,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Substance carried,Facility Name,Facility Type,Facility latitude,Facility longitude,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Land Use,Population Density,Kilometre post,Emergency Level,Investigation Type,Was NEB Staff Deployed,Related NEB event number,Equipment or component involved,Design standard,Nominal pipe size,Material,Material grade,Schedule,Design wall thickness (mm),Custom design wall thickness (mm),Actual wall thickness (mm),Licensed maximum operating pressure (kPa),Restricted operating pressure (kPa),Actual operating pressure at time of failure (kPa),Designed depth of cover (m),Actual depth of cover (m),Year of manufacture,Year of installation,Year when put into service,Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4),Weld type ,Seam type,Seam joining method,Seam clock position,Coating location,Coating type,Coating condition,Application method,Year when the coating was applied,Insulation installed,Repair type,Repair date,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program
INC2010-066,Release of Substance,7/8/2010,Vegreville,Alberta,NOVA Gas Transmission Ltd.,Closed,53.16727,-112.15003,0.5,Natural Gas - Sweet,Gas,No,2010,,7/6/2010 2:20,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,,,Operation,Employee / Contractor (Onsite),6/30/2016,Yes,No,Release of Substance,Natural Gas - Sweet,0.5,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2010-063,Fire,6/24/2010,Prince George,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,54.28494,-122.61215,Not Applicable,Not Applicable,Not Applicable,No,2010,6/24/2010 4:00,6/24/2010 4:00,"Substandard Conditions, Fire and explosion hazards",External Interference,"Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units",Maintenance,,,Operation,Employee / Contractor (Onsite),3/22/2011,Yes,No,Fire,,,,No,,Under Investigation or Unknown,,,,,,,,,0,OPR,WEI - Compressor Station 4A,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Compressor",,,,,,,,,0,,,,,,,,,,,,,,,,,,No,Rebuilt,6/30/2010,No,,,No,No,6/30/2010,Repair,No
INC2010-062,Release of Substance,6/24/2010,Whitecourt,Alberta,NOVA Gas Transmission Ltd.,Closed,54.1326,-115.2362,Not Provided,Natural Gas - Sweet,Gas,No,2010,6/24/2010 7:30,6/24/2010 7:30,"Damage or deterioration mechanism, Construction, Defective Other Joint",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units",Maintenance,,,Operation,Employee / Contractor (Onsite),9/2/2014,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,NGTL - Greencourt West Meter Station,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,,"Processing Plant, Cooling",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2010-061,Release of Substance,6/22/2010,Cactus Lake,Saskatchewan,Enbridge Pipelines Inc.,Closed,52.13984,-109.80493,25,Crude Oil - Sour,Liquid,No,2010,6/22/2010 12:00,6/22/2010 4:00,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training",Inadequate Supervision,,,Operation,Public,3/22/2011,Yes,No,Release of Substance,Crude Oil - Sour,25,No,No,,,,,,,,,,,0,OPR,Line 4,"1219.00000000, 864.00000000, 914.00000000",1248.909872,Crude Oil,,Meter,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,,"Station/Facility, Pigging, Launching, Fitting",,,,,,,,,0,,,,0,,2010,2010,,,,,,,,,,,No,Replacement,,No,,,No,No,,Replacement,No
INC2010-060,"Fire, Release of Substance",6/22/2010,Grenfell,Saskatchewan,TransCanada PipeLines Limited,Closed,50.28617,-102.95153,100,Natural Gas - Sweet,Gas,No,2010,6/22/2010 12:27,6/22/2010 12:27,"Substandard Conditions, Fire and explosion hazards",External Interference,"Personal factors, Lack of knowledge, Lack of experience",Human Factors,,,Construction,Employee / Contractor (Onsite),4/18/2012,No,No,"Fire, Release of Substance",Natural Gas - Sweet,100,No,No,,Other Event (Nature or 3rd Party),,,,,,,,,0,OPR,TCPL - Station 21 (Grenfell Compressor Station),,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2010-059,Release of Substance,6/18/2010,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.30724,-66.04254,Not Provided,Natural Gas - Sweet,Gas,No,2010,6/18/2010 10:00,6/18/2010 10:00,"Substandard Acts, Failure to secure",Incorrect Operation,"Job or system factors, Inadequate engineering, Inadequate monitoring of construction",Engineering and Planning,,,Operation,Employee / Contractor (Onsite),8/11/2014,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,Emera - Red Head Metre Station,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,"Station/Facility, Pumping, Pump",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2010-058,Release of Substance,6/16/2010,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.83027,-118.64709,Not Provided,Natural Gas - Sweet,Gas,No,2010,6/16/2010 9:00,6/16/2010 9:00,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate engineering, Inadequate monitoring of initial operation",Engineering and Planning,,,Operation,Employee / Contractor (Onsite),11/19/2010,Yes,No,Release of Substance,Natural Gas - Sweet,,No,No,,,,,,,,,,,0,OPR,NGTL - Gold Creek Compressor Station,,,,,,,,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2010-057,Release of Substance,6/17/2010,Not specified,Saskatchewan,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,Closed,50.65773,-109.53719,Not Provided,Mixed HVP Hydrocarbons,Gas,No,2010,6/10/2010 10:00,6/10/2010 10:00,"Damage or deterioration mechanism, Construction, Other Defective Weld",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly",Maintenance,,,Operation,Employee / Contractor (Onsite),5/23/2017,Yes,No,Release of Substance,Mixed HVP Hydrocarbons,,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Kilometer Post 35,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2010-055,Release of Substance,6/3/2010,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.093481,-116.62138,0.1,Natural Gas - Sweet,Gas,No,2010,6/2/2010 8:00,6/2/2010 8:00,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,,,Operation,Employee / Contractor (Onsite),2/10/2015,Yes,No,Release of Substance,Natural Gas - Sweet,0.1,No,No,,,,,,,,,,,0,OPR,NGTL - Kaybob South #3 Meter Station,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,"Station/Facility, Metering, Delivering, Valve",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2010-054,Release of Substance,5/28/2010,Pennant,Saskatchewan,TransCanada PipeLines Limited,Closed,50.57578,-108.36036,Not Provided,Natural Gas - Sweet,Gas,No,2010,5/27/2010 2:00,5/27/2010 2:00,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules",Standards and Procedures,,,Maintenance,Employee / Contractor (Onsite),3/17/2014,Yes,No,Release of Substance,Natural Gas - Sweet,,No,No,,,,,,,,,,,0,OPR,Line 100-6,1219.2,943.2932103,Natural Gas,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,"Pipeline, Fitting, Nipple, Thread",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2010-053,Release of Substance,5/27/2010,Brooks,Alberta,NOVA Gas Transmission Ltd.,Closed,50.69805,-111.53063,Not Provided,Natural Gas - Sweet,Gas,No,2010,5/24/2010 6:00,5/24/2010 6:00,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Excessive wear and tear, Improper loading or rate of use","Engineering and Planning, Maintenance",,,Operation,Employee / Contractor (Onsite),9/2/2014,Yes,No,Release of Substance,Natural Gas - Sweet,,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,"Processing Plant, Cooling",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2010-052,Release of Substance,5/25/2010,Brandon,Manitoba,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,Closed,50.04165,-99.66005,Not Provided,Propane,Gas,No,2010,,5/3/2010 12:00,"Damage or deterioration mechanism, Construction, Other Defective Weld",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly",Maintenance,,,Maintenance,Employee / Contractor (Onsite),5/23/2017,Yes,No,Release of Substance,Propane,0,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2010-051,Release of Substance,5/22/2010,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.19361,-118.20534,1,Natural Gas - Sweet,Gas,No,2010,5/22/2010 2:00,5/22/2010 2:00,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units",Maintenance,,,Operation,Employee / Contractor (Onsite),2/10/2015,Yes,No,Release of Substance,Natural Gas - Sweet,1,No,No,,,,,,,,,,,0,OPR,NGTL - Meikle River Compressor Station,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Valve",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2010-050,Fire,5/11/2010,Sundre,Alberta,NOVA Gas Transmission Ltd.,Closed,51.943585,-114.736419,Not Applicable,Not Applicable,Not Applicable,No,2010,5/11/2010 12:00,5/11/2010 12:00,"Damage or deterioration mechanism, Other Causes, Unknown;Substandard Acts, Using defective equipment","Incorrect Operation, Other Causes","Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate engineering, Inadequate monitoring of initial operation",Engineering and Planning,,,Maintenance,Employee / Contractor (Onsite),12/15/2010,No,No,Fire,,,,No,,Under Investigation or Unknown,,,,,,,,,0,OPR,NGTL - Schrader Creek Compressor Station,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2010-048,Fire,5/5/2010,Cobourg,Ontario,TransCanada PipeLines Limited,Closed,44.04719,-78.00847,Not Applicable,Not Applicable,Not Applicable,No,2010,5/4/2010 4:00,5/4/2010 4:00,"Substandard Conditions, Fire and explosion hazards;Substandard Conditions, Inadequate ventilation",External Interference,"Job or system factors, Inadequate tools and equipment, Inadequate standards or specifications;Job or system factors, Excessive wear and tear, Inadequate maintenance;Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules","Maintenance, Standards and Procedures, Tools and Equipment",,,Maintenance,Employee / Contractor (Onsite),3/14/2011,No,No,Fire,,,,No,,Under Investigation or Unknown,,,,,,,,,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,,,,,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Mainline Valve + Offset (km) 136,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2010-047,Release of Substance,5/5/2010,Not specified,Ontario,TransCanada PipeLines Limited,Closed,48.64904,-80.69866,Not Provided,Natural Gas - Sweet,Gas,No,2010,5/4/2010 1:40,5/4/2010 1:40,"Damage or deterioration mechanism, Cracking, Stress Corrosion Cracking",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Excessive wear and tear, Inadequate planning of use;Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring","Engineering and Planning, Maintenance",,,Maintenance,Employee / Contractor (Onsite),7/26/2012,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Mainline Valve + Offset (km) 103-2 + 0.447 km,Level I,Standard Review - 168 days,No,,"Pipeline, Pipe, Body",,,,,,,,,,,,,,,,,,,,,,External,Asphalt Mastic,Disbonded,,,No,Replacement,,No,,,No,No,,Replacement,No
INC2010-045,Release of Substance,4/21/2010,Ancaster,Ontario,TransCanada PipeLines Limited,Closed,43.18849,-79.8485,100,Natural Gas - Sweet,Gas,No,2010,4/1/2010 7:00,4/1/2010 7:00,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,,,Operation,Employee / Contractor (Onsite),7/23/2012,Yes,No,Release of Substance,Natural Gas - Sweet,100,No,No,,,,,,,,,,,0,OPR,TCPL - Station 209 (Ancaster Compressor Station),,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,"Pipeline, Valve, Ball, Seal/Packing",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2010-044,Release of Substance,4/21/2010,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56882,-121.94466,Not Provided,Mixed HVP Hydrocarbons,Gas,No,2010,4/20/2010 4:50,4/20/2010 4:50,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Inadequate work standards, Inadequate monitoring of compliance ",Standards and Procedures,,,Operation,,7/13/2010,Yes,No,Release of Substance,Mixed HVP Hydrocarbons,,No,No,,,,,,,,,,,0,PPR,WEI - Pine River Gas Plant,,,,,,,,Canada,No,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,"Processing Plant, Flare",,,Stainless Steel,,,,,,0,,,,,,,,,,,,,,,,,,No,Replacement,,No,,,No,No,,Replacement,No
INC2010-042,Release of Substance,4/12/2010,Caronport,Saskatchewan,TransCanada PipeLines Limited,Closed,50.48051,-105.86728,Not Provided,Natural Gas - Sweet,Gas,No,2010,4/10/2010 8:00,4/10/2010 12:00,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Excessive wear and tear, Improper loading or rate of use",Maintenance,,,Operation,Employee / Contractor (Onsite),9/14/2010,Yes,No,Release of Substance,Natural Gas - Sweet,,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Fitting",,NPS 3/8,,,,,,,0,,,,0,,,,,,,,,,,,,,No,Replacement,,No,,,No,No,,Replacement,No
INC2010-041,Fire,3/27/2010,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.19166,-118.1942,Not Applicable,Not Applicable,Not Applicable,No,2010,3/27/2010 3:30,3/27/2010 3:30,"Damage or deterioration mechanism, Construction, Defective Other Joint",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate reparative, Part substitution",Maintenance,,,Operation,Employee / Contractor (Onsite),7/30/2010,Yes,No,Fire,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,NGTL - Meikle River Compressor Station,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Replacement,,No,,,No,No,,Replacement,No
INC2010-040,Fire,3/26/2010,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54756,-113.35559,Not Applicable,Not Applicable,Not Applicable,No,2010,3/24/2010 9:00,3/24/2010 9:00,"Damage or deterioration mechanism, Equipment, Ancillary Equipment (See CSA Annex H, Pipeline Failure Records)",Equipment Failure,"Job or system factors, Inadequate leadership and/or supervision, Inadequate identification and evaluation of loss exposures;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Inadequate Supervision, Standards and Procedures",,,Construction,Employee / Contractor (Onsite),4/25/2012,No,No,Fire,,,,No,,Welding or Cutting,,,,,,,,,0,OPR,EPI - Edmonton Terminal,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2010-034,Release of Substance,3/16/2010,Oakville,Ontario,Trans-Northern Pipelines Inc.,Closed,43.406148,-79.735605,90,Gasoline,Liquid,Yes,2010,3/16/2010 11:30,3/16/2010 11:30,"Damage or deterioration mechanism, Cracking, Mechanical Damage Delayed Cracking",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate engineering, Inadequate evaluation of changes",Engineering and Planning,,,Operation,Employee / Contractor (Onsite),12/20/2016,Yes,No,Release of Substance,Gasoline,90,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,No,No,Yes,Yes,Unknown Land Use (Historical Data Migration),46 or more dwelling units,Mile Post 369.9,Level II,Category B,Yes,REM-0091,"Pipeline, Pipe, Bend, Body",,NPS 10,Carbon Steel,317 - X46,,7.8 mm = 0.307 in,,,,,,,,1952,,,,,,Electric Fusion Welding,,External,Polyethylene Tape Wrap,Disbonded,Field Applied,1982,No,Replacement,,No,5/1/2007,Inline Inspection (ILI),Yes,Yes,,,No
INC2010-033,Release of Substance,3/12/2010,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,52.75419,-114.11969,Not Provided,Natural Gas - Sweet,Gas,No,2010,3/10/2010 11:00,3/10/2010 11:00,"Damage or deterioration mechanism, Cracking, Corrosion Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Improper loading or rate of use",Maintenance,,,Operation,Employee / Contractor (Onsite),11/1/2013,Yes,No,Release of Substance,Natural Gas - Sweet,,No,Yes,,,,,,,,,,,0,OPR,NGTL - Rimbey West Meter Station,,,,,,,,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
